,image,label
6046,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 5\171206_025904460_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 5\171206_025904460_Camera_5_bin.png
14359,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054002639_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054002639_Camera_6_bin.png
16666,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054452228_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054452228_Camera_5_bin.png
2261,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064327104_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064327104_Camera_5_bin.png
7779,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030025657_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030025657_Camera_6_bin.png
15572,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054259334_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054259334_Camera_5_bin.png
18007,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054645493_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054645493_Camera_5_bin.png
6445,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025906080_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025906080_Camera_6_bin.png
10574,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030610587_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030610587_Camera_5_bin.png
10043,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030403575_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030403575_Camera_6_bin.png
14625,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054030704_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054030704_Camera_6_bin.png
13626,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054036662_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054036662_Camera_5_bin.png
7853,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030034388_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030034388_Camera_6_bin.png
146,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063837818_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063837818_Camera_5_bin.png
873,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063951558_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063951558_Camera_6_bin.png
12756,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030805527_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030805527_Camera_6_bin.png
1297,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064106262_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064106262_Camera_5_bin.png
2857,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064321166_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064321166_Camera_6_bin.png
240,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063816361_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063816361_Camera_6_bin.png
20918,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_055035433_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_055035433_Camera_6_bin.png
12302,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030709380_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030709380_Camera_6_bin.png
18810,F:\BaiDuData\data\Imgae\Road04\Record005\Camera 6\171206_054736389_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record005\Camera 6\171206_054736389_Camera_6_bin.png
3776,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064502250_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064502250_Camera_5_bin.png
20637,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054955413_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054955413_Camera_6_bin.png
9924,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030350359_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030350359_Camera_6_bin.png
21048,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055113016_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055113016_Camera_5_bin.png
12298,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030708864_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030708864_Camera_6_bin.png
12049,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030622638_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030622638_Camera_6_bin.png
5485,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064709730_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064709730_Camera_6_bin.png
15364,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 5\171206_054232896_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 5\171206_054232896_Camera_5_bin.png
44,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063822143_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063822143_Camera_5_bin.png
15862,F:\BaiDuData\data\Imgae\Road04\Record002\Camera 6\171206_054241185_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record002\Camera 6\171206_054241185_Camera_6_bin.png
16603,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054431326_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054431326_Camera_5_bin.png
6926,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030023887_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030023887_Camera_5_bin.png
11909,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030604299_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030604299_Camera_6_bin.png
12277,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 6\171206_030706050_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 6\171206_030706050_Camera_6_bin.png
11746,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030857521_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030857521_Camera_5_bin.png
4393,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064604233_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064604233_Camera_5_bin.png
13289,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054001187_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054001187_Camera_5_bin.png
19935,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055042753_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055042753_Camera_5_bin.png
6575,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025923629_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025923629_Camera_6_bin.png
2704,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064252473_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064252473_Camera_6_bin.png
17856,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054622829_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054622829_Camera_5_bin.png
21514,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055116997_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055116997_Camera_6_bin.png
11513,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030824948_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030824948_Camera_5_bin.png
4450,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064612327_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064612327_Camera_5_bin.png
7156,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030054769_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030054769_Camera_5_bin.png
8627,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 6\171206_030214290_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 6\171206_030214290_Camera_6_bin.png
9,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063814636_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063814636_Camera_5_bin.png
3123,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064401033_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064401033_Camera_5_bin.png
2633,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064243669_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064243669_Camera_6_bin.png
10053,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030405014_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030405014_Camera_6_bin.png
14185,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 5\171206_054152343_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 5\171206_054152343_Camera_5_bin.png
4205,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 6\170927_064517871_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 6\170927_064517871_Camera_6_bin.png
17218,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 6\171206_054415221_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 6\171206_054415221_Camera_6_bin.png
9556,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030507645_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030507645_Camera_5_bin.png
19470,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054934011_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054934011_Camera_5_bin.png
1597,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064106131_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064106131_Camera_6_bin.png
10546,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030606919_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030606919_Camera_5_bin.png
14362,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054003002_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054003002_Camera_6_bin.png
3428,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 6\170927_064352465_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 6\170927_064352465_Camera_6_bin.png
5766,F:\BaiDuData\data\Imgae\Road03\Record001\Camera 5\171206_025811764_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record001\Camera 5\171206_025811764_Camera_5_bin.png
8588,F:\BaiDuData\data\Imgae\Road03\Record004\Camera 5\171206_030232822_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record004\Camera 5\171206_030232822_Camera_5_bin.png
18156,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 6\171206_054627245_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 6\171206_054627245_Camera_6_bin.png
9633,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030314323_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030314323_Camera_6_bin.png
19539,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_054943768_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_054943768_Camera_5_bin.png
5189,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064622002_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064622002_Camera_6_bin.png
21851,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 6\171206_055204782_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 6\171206_055204782_Camera_6_bin.png
6586,F:\BaiDuData\data\Imgae\Road03\Record002\Camera 6\171206_025924954_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record002\Camera 6\171206_025924954_Camera_6_bin.png
10090,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030412510_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030412510_Camera_6_bin.png
16669,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054453016_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054453016_Camera_5_bin.png
2098,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064255277_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064255277_Camera_5_bin.png
9681,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030321968_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030321968_Camera_6_bin.png
4542,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 5\170927_064626597_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 5\170927_064626597_Camera_5_bin.png
20236,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054858538_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054858538_Camera_6_bin.png
7377,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030118207_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030118207_Camera_5_bin.png
7393,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 5\171206_030120759_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 5\171206_030120759_Camera_5_bin.png
417,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 6\170927_063844445_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 6\170927_063844445_Camera_6_bin.png
5007,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064556139_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064556139_Camera_6_bin.png
17908,F:\BaiDuData\data\Imgae\Road04\Record004\Camera 5\171206_054630005_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record004\Camera 5\171206_054630005_Camera_5_bin.png
5440,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064703025_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064703025_Camera_6_bin.png
5447,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064704068_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064704068_Camera_6_bin.png
3641,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064441616_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064441616_Camera_5_bin.png
542,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 5\170927_063947301_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 5\170927_063947301_Camera_5_bin.png
3759,F:\BaiDuData\data\Imgae\Road02\Record006\Camera 5\170927_064500160_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record006\Camera 5\170927_064500160_Camera_5_bin.png
16235,F:\BaiDuData\data\Imgae\Road04\Record003\Camera 5\171206_054341806_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record003\Camera 5\171206_054341806_Camera_5_bin.png
10543,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030606526_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030606526_Camera_5_bin.png
1969,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 5\170927_064238961_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 5\170927_064238961_Camera_5_bin.png
958,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_064002523_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_064002523_Camera_6_bin.png
21361,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055158888_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055158888_Camera_5_bin.png
826,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063945496_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063945496_Camera_6_bin.png
8086,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030104537_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030104537_Camera_6_bin.png
20080,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 6\171206_054837647_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 6\171206_054837647_Camera_6_bin.png
2504,F:\BaiDuData\data\Imgae\Road02\Record004\Camera 6\170927_064224754_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record004\Camera 6\170927_064224754_Camera_6_bin.png
1117,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 5\170927_064042683_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 5\170927_064042683_Camera_5_bin.png
7922,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030045962_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030045962_Camera_6_bin.png
3167,F:\BaiDuData\data\Imgae\Road02\Record005\Camera 5\170927_064407017_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record005\Camera 5\170927_064407017_Camera_5_bin.png
9022,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 5\171206_030342795_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 5\171206_030342795_Camera_5_bin.png
1484,F:\BaiDuData\data\Imgae\Road02\Record003\Camera 6\170927_064051329_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record003\Camera 6\170927_064051329_Camera_6_bin.png
10069,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030407680_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030407680_Camera_6_bin.png
8324,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030137152_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030137152_Camera_6_bin.png
9858,F:\BaiDuData\data\Imgae\Road03\Record006\Camera 6\171206_030342175_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record006\Camera 6\171206_030342175_Camera_6_bin.png
115,F:\BaiDuData\data\Imgae\Road02\Record001\Camera 5\170927_063833448_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record001\Camera 5\170927_063833448_Camera_5_bin.png
11794,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030902993_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030902993_Camera_5_bin.png
10469,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030552994_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030552994_Camera_5_bin.png
14656,F:\BaiDuData\data\Imgae\Road04\Record001\Camera 6\171206_054033835_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record001\Camera 6\171206_054033835_Camera_6_bin.png
21039,F:\BaiDuData\data\Imgae\Road04\Record007\Camera 5\171206_055110929_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record007\Camera 5\171206_055110929_Camera_5_bin.png
5579,F:\BaiDuData\data\Imgae\Road02\Record007\Camera 6\170927_064723736_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record007\Camera 6\170927_064723736_Camera_6_bin.png
7896,F:\BaiDuData\data\Imgae\Road03\Record003\Camera 6\171206_030041644_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record003\Camera 6\171206_030041644_Camera_6_bin.png
19833,F:\BaiDuData\data\Imgae\Road04\Record006\Camera 5\171206_055030309_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road04\Label\Record006\Camera 5\171206_055030309_Camera_5_bin.png
11428,F:\BaiDuData\data\Imgae\Road03\Record008\Camera 5\171206_030811796_Camera_5.jpg,F:\BaiDuData\data\Label\Label_road03\Label\Record008\Camera 5\171206_030811796_Camera_5_bin.png
778,F:\BaiDuData\data\Imgae\Road02\Record002\Camera 6\170927_063939004_Camera_6.jpg,F:\BaiDuData\data\Label\Label_road02\Label\Record002\Camera 6\170927_063939004_Camera_6_bin.png
